title,author,average_rating,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publisher,year
Emily of New Moon (Emily  #1),L.M. Montgomery,4.1,9780553233704,eng,339.0,38411,1366,Dell Laurel-Leaf,1983
Introducing Mind and Brain (Introducing...),Angus Gellatly,3.54,9781840466386,en-GB,176.0,26,1,Totem Books,2001
Plato's Symposium,Plato,4.04,9780226042756,eng,199.0,519,32,University of Chicago Press,2001
The Mysteries of Pittsburgh,Michael Chabon,3.64,9780060790592,eng,320.0,21823,1518,Harper Perennial,2005
Jerusalem Inn (Richard Jury  #5),Martha Grimes,3.96,9780451411617,eng,320.0,3542,154,Onyx,2004
Quicksilver (The Baroque Cycle  #1),Neal Stephenson,3.93,9780060593087,eng,927.0,30872,1735,HarperCollins Perennial,2004
The Gunslinger,Stephen King,3.96,9780670032549,eng,231.0,2309,230,Viking,2003
Master Index: An Illustrated Guide,Time-Life Books,3.56,9780809447961,eng,175.0,16,1,Time-Life Books  Inc.,1993
Harry Potter and the Chamber of Secrets (Harry Potter  #2),J.K. Rowling,4.42,9780439554893,eng,352.0,6333,244,Scholastic,2003
Moby-Dick,Herman Melville,3.5,9780142000083,en-US,625.0,1022,165,Penguin Books,2001
Introduction to Documentary,Bill Nichols,3.79,9780253214690,en-US,248.0,204,5,Indiana University Press,2001
South of the Border  West of the Sun,Haruki Murakami,3.87,9780099448570,eng,190.0,59657,2612,Vintage,2006
The Realms of the Gods (Immortals  #4),Tamora Pierce,4.32,9781416908173,eng,347.0,46937,665,Simon Pulse,2006
The Book of Lost Tales  Part One (The History of Middle-Earth  #1),J.R.R. Tolkien,3.83,9780345375216,eng,367.0,10727,203,Del Rey,1992
There Was a Cold Lady Who Swallowed Some Snow!,Lucille Colandro,3.85,9780439895569,eng,1.0,14,1,Scholastic Audio Books,2006
ツバサ-RESERVoir CHRoNiCLE- 7,CLAMP,4.29,9784063634167,jpn,188.0,5,2,講談社,2004
Scandalous Risks,Susan Howatch,4.2,9780006496908,eng,480.0,1114,43,Harper,2009
Final Rain (The Survivalist  #19),Jerry Ahern,3.69,9780821726846,eng,220.0,95,4,Zebra,1989
Physics of Fully Ionized Gases,Lyman S. Spitzer Jr.,4.25,9780486449821,eng,192.0,4,1,Dover Publications,2006
Caught Inside: A Surfer's Year on the California Coast,Daniel Duane,3.87,9780865475090,eng,256.0,633,60,North Point Press,1997
Young Goodman Brown and Other Short Stories,Nathaniel Hawthorne,3.86,9780486270609,eng,111.0,9101,126,Dover Publications,1992
Open House,Elizabeth Berg,3.7,9780099461265,en-GB,314.0,61,6,Arrow Books,2003
The Rescue (Kidnapped  #3),Gordon Korman,4.11,9780439847797,eng,140.0,1864,117,Scholastic Books,2006
For One More Day,Mitch Albom,4.1,9781401303273,eng,197.0,113593,6830,Hachette Books,2006
The Rough Guide to Vietnam,Rough Guides,3.89,9781843536161,eng,639.0,34,3,Rough Guides,2006
The Bride Finder (St. Leger  #1),Susan Carroll,3.84,9780449003886,eng,416.0,1242,96,Ivy Books,1999
Cliffs Notes on Hemingway's The Old Man and the Sea,Jeanne Sallade Criswell,2.83,9780764586606,en-US,80.0,4,0,Cliffs Notes,2000
The Possessed,Albert Camus,3.83,9780394702452,eng,190.0,325,22,Vintage,1964
A Hunger Like No Other (Immortals After Dark  #1),Kresley Cole,4.19,9781416509875,eng,356.0,57010,2634,Pocket Star,2006
Yanks: The Epic Story of the American Army in World War I,John S.D. Eisenhower,3.72,9780743223850,eng,368.0,110,15,Free Press,2002
Rose in Bloom (Eight Cousins  #2),Louisa May Alcott,4.04,9780316030892,eng,302.0,19389,382,Little  Brown Books for Young Readers,1995
Blue at the Mizzen (Aubrey & Maturin #20),Patrick O'Brian,4.38,9780393321074,eng,262.0,2375,95,W. W. Norton  Company,2000
Nexus (The Rosy Crucifixion  #3),Henry Miller,4.1,9780802151780,eng,316.0,3261,58,Grove Press,1994
The Sheep Look Up,John Brunner,3.95,9781932100013,eng,388.0,3568,284,BenBella Books,2003
Romeo and Juliet,William Shakespeare,3.74,9780743477116,eng,368.0,1893917,14637,Simon Schuster,2004
The Living and the Dead: Robert McNamara and Five Lives of a Lost War,Paul Hendrickson,4.01,9780679781172,eng,448.0,135,11,Vintage,1997
Tears (Fearless  #15),Francine Pascal,3.97,9780743412490,eng,214.0,644,11,Simon Pulse,2001
Blood Moon Over Britain,Morag McKendrick Pippin,3.44,9780843955828,eng,323.0,17,4,Leisure Books,2005
The Grass Crown (Masters of Rome  #2),Colleen McCullough,4.3,9780380710829,eng,1104.0,9623,199,Avon,1992
Mutants: On Genetic Variety and the Human Body,Armand Marie Leroi,4.05,9780142004821,eng,448.0,3040,200,Penguin Books,2005
Lemon Meringue Pie Murder (Hannah Swensen  #4),Joanne Fluke,3.87,9780758215048,eng,352.0,12820,637,Kensington,2004
Shopaholic Takes Manhattan (Shopaholic  #2),Sophie Kinsella,3.76,9780440241812,eng,387.0,100796,2382,Dell Publishing Company,2004
Good Soldier Svejk And His Fortunes In The World,Jaroslav Hašek,4.11,9780141184289,eng,752.0,91,10,Penguin Classic,2000
20 000 Leagues Under the Sea,Ron     Miller,3.76,9780751370737,eng,64.0,34,4,Prentice Hall,1998
Mountain of Black Glass (Otherland  #3),Tad Williams,4.05,9780886779061,eng,749.0,13265,163,Daw Books,2000
Controversy Creates Cash,Eric Bischoff,3.62,9781416527299,en-GB,389.0,1154,56,World Wrestling Entertainment Books,2006
A Clash of Kings (A Song of Ice and Fire  #2),George R.R. Martin,4.41,9780739308707,eng,,113,12,Random House Audio,2004
Breakfast at Tiffany's: A Short Novel and Three Stories,Truman Capote,3.89,9780679600855,eng,162.0,5658,699,Modern Library,1994
A Book of Blue Flowers,Robert L. Geneve,3.83,9780881927696,eng,327.0,0,0,Timber Press (OR),2006
Fables  Vol. 1: Legends in Exile,Bill Willingham,3.97,9781563899423,eng,128.0,119292,2866,Vertigo,2002
The Second Sex,Simone de Beauvoir,4.12,9780099744214,eng,880.0,333,27,Vintage Classics,1997
Because It Is Bitter  and Because It Is My Heart,Joyce Carol Oates,3.89,9780452265813,eng,416.0,2690,133,Plume,1991
Eden Close,Anita Shreve,3.66,9780156031332,en-US,265.0,8661,447,Mariner Books,2005
Wanderlust: A History of Walking,Rebecca Solnit,3.92,9780140286014,eng,326.0,226,25,Penguin Books (London),2001
Mr. Majeika and the School Trip,Humphrey Carpenter,3.85,9780141303352,eng,89.0,50,2,Puffin,1999
The 158-Pound Marriage,John Irving,3.24,9780345417961,en-US,176.0,11346,280,Ballantine Books,1997
Tolkien: A Look Behind The Lord of the Rings,Lin Carter,3.76,9780345215505,eng,211.0,13,0,Ballantine Books (NY),1972
Sam Walton: Made In America,Sam Walton,4.15,9780553562835,eng,346.0,14157,610,Bantam,1993
The Unconsoled,Kazuo Ishiguro,3.54,9780679735878,eng,535.0,587,120,Vintage International,1996
The Aeneid,Virgil,3.84,9780679413356,eng,483.0,184,21,Everyman's Library,1992
Minuit dans le jardin du bien et du mal,John Berendt,3.92,9782266075183,,388.0,13,2,Pocket,1998
James Herriot's Dog Stories,James Herriot,4.4,9780312364526,eng,464.0,5692,214,St. Martin's Griffin,2006
Parliament of Whores: A Lone Humorist Attempts to Explain the Entire U.S. Government,P.J. O'Rourke,4.01,9780802139702,en-US,240.0,2762,180,Grove Press,2003
The Cement Garden,Ian McEwan,3.54,9780099468387,eng,144.0,18376,1022,Vintage,2004
Outsiders Within: Writing on Transracial Adoption,Jane Jeong Trenka,4.17,9780896087644,eng,300.0,190,20,South End Press,2006
10 lb Penalty,Dick Francis,3.9,9780425197455,eng,320.0,3490,177,G.P. Putnam's Sons,2004
Star Wars Complete Locations,James Luceno,4.31,9780756614195,eng,175.0,141,9,DK Publishing (Dorling Kindersley),2005
Kitchen Privileges: A Memoir,Mary Higgins Clark,3.84,9780743206051,eng,208.0,1756,255,Simon & Schuster,2002
The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,3.68,9780374292799,eng,616.0,87570,2800,Farrar  Straus and Giroux (NY),2006
Verbatim: From the bawdy to the sublime  the best writing on language for word lovers  grammar mavens  and armchair linguists,Erin McKean,3.59,9780156012096,eng,372.0,124,17,Mariner Books,2001
The Man Who Wasn't Maigret: A Portrait of Georges Simenon,Patrick Marnham,4.08,9780156000598,eng,404.0,44,7,Mariner Books,1994
Mad Cowboy: Plain Truth from the Cattle Rancher Who Won't Eat Meat,Howard F. Lyman,4.13,9780684854465,en-US,224.0,1877,171,Scribner,2001
Laura Ingalls Wilder's Fairy Poems,Laura Ingalls Wilder,3.99,9780385325332,eng,39.0,143,18,Doubleday Books for Young Readers,1998
The Knight of Maison-Rouge,Alexandre Dumas,3.89,9780812969634,eng,448.0,1172,70,Modern Library,2004
Why Did the Soviet Union Collapse?: Understanding Historical Change,Robert W. Strayer,3.44,9780765600042,eng,240.0,42,3,Routledge,1998
From the Earth to the Moon (Extraordinary Voyages  #4),Jules Verne,3.78,9781598184549,eng,136.0,17325,421,Aegypan,2006
Shake Hands with the Devil,Roméo Dallaire,4.24,9780099478935,en-GB,563.0,242,34,Arrow,2005
A Matter Of Trust,Deb Stover,3.31,9780821764602,eng,256.0,4,0,Kensington,2000
A Power Governments Cannot Suppress,Howard Zinn,4.27,9780872864757,eng,293.0,873,78,City Lights Publishers,2006
Our Band Could Be Your Life: Scenes from the American Indie Underground  1981-1991,Michael Azerrad,4.18,9780316787536,eng,522.0,12472,573,Back Bay Books,2002
Lisey's Story,Stephen King,3.68,9780743289412,eng,513.0,59097,2709,Scribner,2006
Ángeles y demonios (Robert Langdon  #1),Dan Brown,3.89,9788495618771,spa,508.0,196,20,Umbriel,2005
Flatland: A Romance of Many Dimensions,Edwin A. Abbott,3.82,9781419120022,eng,64.0,4,0,Kessinger Publishing,2004
Up in the Air,Walter Kirn,2.86,9780385722377,eng,320.0,3504,490,Anchor,2002
Grandma Baa (Easy Peasy People),Roger Hargreaves,4.12,9780679801245,eng,32.0,6,0,Random House for Young Readers,1989
Exile,Blake Nelson,3.15,9780684838380,en-US,288.0,159,14,Scribner,1997
Fire from Within,Carlos Castañeda,4.14,9780671732509,en-US,304.0,2554,67,Washington Square Press,1991
Sailing for Dummies,J.J. Isler,3.95,9780471791430,eng,416.0,150,7,For Dummies,2006
The Sign of the Cross: Travels in Catholic Europe,Colm Tóibín,3.8,9780330373579,eng,243.0,23,7,Picador USA,2001
The Anglo-Saxons,James Campbell,4.04,9780140143959,eng,272.0,550,28,Penguin,1991
Celebrations: Rituals of Peace and Prayer,Maya Angelou,4.13,9781400066100,eng,128.0,748,105,Random House,2006
Miss Marple Omnibus Vol. 3 (Murder at the Vicarage / Nemesis / Sleeping Murder / At Bertram's Hotel),Agatha Christie,4.32,9780006499619,eng,688.0,138,5,Harper Collins,1997
Anna Karenina,Leo Tolstoy,4.05,9780143035008,eng,838.0,16643,1851,Penguin Classics,2004
A Gift Of Wings,Richard Bach,3.79,9780330304214,eng,299.0,1664,44,Sidgwick & Jackson Ltd,2001
Doom Patrol  Vol. 5: Magic Bus,Grant Morrison,4.27,9781401212025,eng,203.0,1363,52,Vertigo,2007
Ultimate Spider-Man  Volume 16: Deadpool,Brian Michael Bendis,3.7,9780785119272,eng,184.0,1474,58,Marvel,2006
Bolt (Kit Fielding  #2),Dick Francis,4.04,9780425202883,eng,288.0,5043,121,G.P. Putnam's Sons,2005
Moon of the Spider (Diablo  #4),Richard A. Knaak,3.95,9780743471329,en-US,336.0,749,16,Pocket Star,2006
Youth in Revolt: The Journals of Nick Twisp : Volumes I  II  III/Youth in Revolt/Youth in Bondage/Youth in Exile,C.D. Payne,4.04,9781882647002,eng,503.0,29,6,Aivia Press,1993
A Dance At The Slaughterhouse (Matthew Scudder  #9),Lawrence Block,4.18,9780380813735,eng,294.0,3351,147,Harper Paperbacks,2000
Love-Lies-Bleeding,Don DeLillo,3.41,9780743273060,eng,112.0,300,24,Scribner,2006
The 6th Target (Women's Murder Club  #6),James Patterson,4.04,9780316014793,eng,390.0,47196,1464,Little Brown and Company,2007
Fahrenheit 451,Ray Bradbury,3.99,9780786176274,eng,5.0,483,146,Blackstone Audiobooks,2005
Death and the King's Horseman,Wole Soyinka,3.76,9780393977615,en-US,254.0,259,30,W. W. Norton & Company,2002
Cormac McCarthy's All the Pretty Horses,Harold Bloom,4.09,9780791075685,eng,126.0,180,10,Chelsea House Publications,2003
His Princess Devotional: A Royal Encounter With Your King,Sheri Rose Shepherd,5.0,9781590529621,eng,240.0,2,0,Multnomah,2007
No me cogeréis vivo: artículos 2001-2005,Arturo Pérez-Reverte,4.16,9788420469430,spa,537.0,199,5,Alfaguara,2005
A Tale of Two Cities,Charles Dickens,3.84,9781857151435,eng,432.0,39,9,Everyman's Library,1993
Until I Find You,John Irving,3.63,9780552773126,eng,928.0,198,33,Black Swan,2006
Louisa May Alcott on Race  Sex  and Slavery,Louisa May Alcott,3.94,9781555533076,eng,160.0,18,5,Northeastern University Press,1997
Boogaloo on 2nd Avenue,Mark Kurlansky,3.17,9780345448194,eng,319.0,191,26,Random House Trade,2006
Alice's Adventures in Wonderland,Lewis Carroll,4.02,9780763608040,eng,207.0,226,27,Candlewick Press (MA),1999
The Lord of the Rings: Weapons and Warfare,Chris   Smith,4.53,9780618391004,eng,218.0,19822,46,Houghton Mifflin Harcourt,2003
A River Runs Through It,Norman Maclean,4.17,9780226500607,eng,168.0,6495,388,University of Chicago Press,1989
Blind Flight,Hilary H. Milton,3.63,9780590321143,en-US,122.0,25,5,Scholastic,1982
The Mystery on the Mighty Mississippi,Carole Marsh,3.5,710430023639,eng,142.0,26,1,Carole Marsh Mysteries,2001
Will You Miss Me When I'm Gone? The Carter Family and Their Legacy in American Music,Mark Zwonitzer,4.28,9780743243827,eng,432.0,894,99,Simon  Schuster,2004
The Mammoth Book of New Jules Verne Adventures: Return to the Center of the Earth and Other Extraordinary Voyages  New Tales by the Heirs of Jules Verne,Mike Ashley,3.63,9780786714957,eng,498.0,28,4,Running Press,2005
Like Water for Chocolate,Laura Esquivel,3.95,9780552995870,eng,222.0,283199,4997,Black Swan,1993
The Star Wars Poster Book,Stephen J. Sansweet,4.5,9780811848831,eng,320.0,60,2,Chronicle Books,2005
How to be Idle,Tom Hodgkinson,3.81,9780060779689,en-US,289.0,103,14,Harpercollins,2005
Above and Beyond,Erin St. Claire,3.73,9780778320265,eng,240.0,2149,87,Mira Books,2004
L'Étranger,Albert Camus,3.98,9782070306022,,207.0,688,50,Editions Gallimard,2005
Dime-Store Alchemy: The Art of Joseph Cornell,Charles Simic,4.18,9781590171707,eng,116.0,70,12,NYRB Classics,2006
What Jane Austen Ate and Charles Dickens Knew: From Fox Hunting to Whist—the Facts of Daily Life in 19th-Century England,Daniel Pool,3.85,9780671882365,en-US,416.0,4873,501,Touchstone,1994
The Fish Kisser,James  Hawkins,3.4,9780888822406,eng,360.0,9,0,Dundurn,2001
The Good Housekeeping Illustrated Cookbook,Good Housekeeping,4.37,9780878510375,eng,512.0,1160,35,Hearst Communications,1980
City of Glass (The New York Trilogy  #1),Paul Auster,3.79,9780140097313,eng,203.0,12410,734,Penguin Books,1987
Criptonomicón II: El código Pontifex,Neal Stephenson,4.1,9788466616928,spa,496.0,404,17,Ediciones B,2005
Lincoln's Dreams,Connie Willis,3.52,9780553270259,eng,245.0,3542,303,Bantam Doubleday Dell Publishing Company Inc.,1992
The Subtle Knife (His Dark Materials  #2),Philip Pullman,4.13,9780375846724,eng,326.0,677,77,Alfred A. Knopf Books for Young Readers,2007
National Geographic Field Guide to the Birds of North America,National Geographic Society,4.38,9780792253143,eng,503.0,745,27,National Geographic Society,2006
Climb the Family Tree  Jesse Bear!,Nancy White Carlstrom,3.49,9780689807015,en-US,32.0,63,9,Aladdin,2004
Fantasmas,Chuck Palahniuk,3.59,9789879397503,spa,442.0,116,13,Mondadori,2006
Iceland: Land of the Sagas,David  Roberts,3.71,9780375752674,eng,160.0,330,40,Villard,1998
The Call of the Wild  White Fang and Other Stories,Jack London,3.99,9780192835147,eng,400.0,18720,192,Oxford University Press  USA,1998
The Communist Manifesto (Great Ideas),Karl Marx,3.55,9780143037514,en-US,128.0,251,13,Penguin,2006
Lead Like Jesus: Lessons from the Greatest Leadership Role Model of All Time,Kenneth H. Blanchard,4.04,9780849918728,en-US,239.0,808,41,W Publishing Group,2007
The Theory and Practice of Group Psychotherapy,Irvin D. Yalom,4.17,9780465092840,en-US,688.0,7888,119,Basic Books,2005
The 22 Immutable Laws of Marketing: Violate Them at Your Own Risk,Al Ries,4.05,9780887306662,en-US,143.0,13851,462,Harper Business,1994
Already Dead (Joe Pitt  #1),Charlie Huston,3.79,9780345478245,en-US,268.0,8447,631,Del Rey,2005
Quimby The Mouse,Chris Ware,4.09,9780224072656,en-US,69.0,1411,32,Jonathan Cape,2003
The Schopenhauer Cure,Irvin D. Yalom,4.22,9780060938109,eng,358.0,9550,455,Harper Perennial Modern Classics,2006
The Illustrated A Brief History of Time,Stephen Hawking,4.17,9780593040591,eng,259.0,317,38,Bantam,1997
Unpublished Writings from the Period of Unfashionable Observations (Complete Works 11),Friedrich Nietzsche,4.06,9780804728843,eng,536.0,2,0,Stanford University Press,2000
Slightly Settled (Slightly  #2),Wendy Markham,3.68,9780373250479,en-US,312.0,4756,84,Red Dress Ink,2004
Treasure of Khan (Dirk Pitt  #19),Clive Cussler,3.91,9780399153693,eng,552.0,10987,332,G.P. Putnam's Sons,2006
The Earth and Its Peoples: Volume II,Richard W. Bulliet,4.07,9780618471164,eng,34.0,9,0,Cengage Learning,2005
Jesus the Son of Man,Kahlil Gibran,3.98,9780394431246,eng,216.0,1308,82,Knopf,1995
A Philosophical Enquiry into the Origin of our Ideas of the Sublime and Beautiful,Edmund Burke,3.76,9780192835802,eng,208.0,1239,54,Oxford University Press,1998
Prétear  Vol. 2 (Prétear  #2),Junichi Satō,4.0,9781413901450,eng,182.0,347,17,ADV Manga,2004
Hide-and-Seek with Angels: The Life of J.M. Barrie,Lisa Chaney,3.91,9780099453239,eng,448.0,66,11,Arrow,2006
Ten Days to Self-Esteem,David D. Burns,3.96,9780688094553,eng,336.0,436,19,William Morrow Paperbacks,1999
Rachel & Leah (Women of Genesis  #3),Orson Scott Card,3.85,9780765341297,en-GB,368.0,5618,514,Forge Books,2005
Ruby Ann's Down Home Trailer Park BBQin' Cookbook,Ruby Ann Boxcar,4.08,9780806525365,eng,206.0,13,2,Citadel,2005
Elven Star (The Death Gate Cycle  #2),Margaret Weis,3.99,9780593021750,eng,367.0,76,5,Bantam Books,1990
Heart Songs and Other Stories,Annie Proulx,3.94,9780020360759,eng,203.0,1871,127,Scribner,1995
Pastwatch: The Redemption of Christopher Columbus,Orson Scott Card,3.97,9780812508642,en-US,402.0,12940,894,Tor Books,2016
The Wedding Clause,Debbie Raleigh,3.6,9780821778258,eng,256.0,95,13,Zebra,2005
The Art of H.P. Lovecraft's the Cthulhu Mythos,Pat Harrigan,4.05,9781589943070,eng,191.0,140,9,Fantasy Flight Games,2006
You: On a Diet: The Owner's Manual for Waist Management,Michael F. Roizen,3.66,9780743292542,en-US,370.0,4403,405,Free Press,2006
Tiger Prince,Erin St. Claire,3.78,9781551665313,eng,304.0,2275,75,MIRA,1999
The Curse of the Mistwraith (Wars of Light and Shadow  #1),Janny Wurts,3.76,9780586210697,eng,830.0,4655,202,HarperCollins,2009
A Garden Of Vipers (Carson Ryder  #3),Jack Kerley,3.96,9780451412331,en-US,400.0,562,37,Onyx,2007
The Roald Dahl Audio Collection,Roald Dahl,4.41,9780061214967,en-US,4.0,199,36,HarperCollins Publishers,2007
La Chute d'Hypérion II,Dan Simmons,4.2,9782266111577,,347.0,21,1,Pocket,2000
The Best American Nonrequired Reading 2004,Dave Eggers,3.86,9780618341238,en-US,407.0,1234,67,Houghton Mifflin,2004
Kinds of Minds: Towards an Understanding of Consciousness,Daniel C. Dennett,3.82,9780465073511,eng,192.0,1555,63,Basic Books,1997
Ilium (Ilium  #1),Dan Simmons,4.03,9780380817924,eng,752.0,21973,905,HarperTorch,2005
Three Greek Plays: Prometheus Bound/Agamemnon/The Trojan Women,Euripides,4.06,9780393002034,en-US,240.0,77,13,W.W. Norton & Company,1958
South of the Border  West of the Sun,Haruki Murakami,3.87,9780679767398,eng,213.0,3778,457,Vintage,2000
Jazz,Toni Morrison,3.81,9781400076215,eng,229.0,1338,128,Vintage,2004
Nicomachean Ethics,Aristotle,3.94,9781585100354,eng,240.0,238,29,Focus,2002
The Wit and Wisdom of Mark Twain,Mark Twain,4.2,9780486406640,eng,64.0,970,53,Dover Publications,1998
Before Night Falls,Keith Gray,3.39,9781842991244,eng,74.0,23,6,Barrington Stoke,2007
eBay for Dummies,Marsha Collier,3.5,9780470045299,eng,386.0,111,9,Wiley,2006
Curse Of The Kings,Victoria Holt,3.76,9780449200681,eng,304.0,15,1,Fawcett Crest Books,1985
The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield,4.0,9780446691437,eng,168.0,53653,4702,Warner Books,2003
The Year of the Death of Ricardo Reis,José Saramago,4.02,9781860465024,eng,384.0,3826,191,Vintage Classics,1998
Burr,Gore Vidal,4.07,9780375708732,eng,430.0,7265,526,Vintage,2000
Politics,Aristotle,3.94,9780486414249,eng,368.0,26727,274,Dover Publications,2000
Little Big Book for God's Children,Alice Wong,4.88,9780941807555,en-US,352.0,8,0,Welcome Books,2001
The Dastard (Xanth #24),Piers Anthony,3.81,9780812574739,eng,384.0,3009,28,Tor Books,2001
The Doors of Perception & Heaven and Hell,Aldous Huxley,3.92,9780060595180,eng,187.0,30012,797,Harper Perennial Modern Classics,2004
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.06,9780767902526,eng,284.0,4315,532,Broadway Books,1999
The Lighthouse Land (Lighthouse Trilogy #1),Adrian McKinty,3.6,9780810954809,eng,387.0,861,114,Harry N. Abrams,2006
Andrew Carnegie and the Rise of Big Business (Library of American Biography Series),Harold C. Livesay,3.25,9780321432872,eng,230.0,28,1,Pearson,2006
Western Philosophy: An Anthology,John Cottingham,4.04,9780631186274,eng,656.0,71,7,Wiley-Blackwell,1996
Pale Fire,Vladimir Nabokov,4.15,9780141185262,eng,246.0,32544,1610,Penguin Books Ltd,2000
Uncommon Grounds (Maggy Thorsen Mystery #1),Sandra Balzo,3.61,9781410402363,en-US,245.0,187,41,Five Star Trade,2005
The Conquest of Gaul,Gaius Julius Caesar,3.99,9780760768952,eng,288.0,56,8,Barnes  Noble,2005
Trojan Odyssey (Dirk Pitt  #17),Clive Cussler,3.94,9780425199329,eng,463.0,15118,318,G.P. Putnam's Sons,2004
Vulcan's Forge (Philip Mercer  #1),Jack Du Brul,3.99,9780451412102,en-US,372.0,3369,105,Berkley Books,2005
Life of Pi,Yann Martel,3.91,9780156030205,en-US,401.0,4318,668,Mariner Books ,2004
Wildwood Dancing (Wildwood  #1),Juliet Marillier,4.09,9780375833649,eng,407.0,24751,2219,Alfred A. Knopf,2007
The Chairman (Christian Gillette  #1),Stephen W. Frey,3.98,9780345457615,eng,415.0,2173,89,Fawcett Books,2005
The Hemingway Women: Those Who Love Him - The Wives And Others,Bernice Kert,4.17,9780393318357,eng,556.0,279,32,W. W. Norton  Company,1998
Stories and Early Novels: Pulp Stories / The Big Sleep / Farewell  My Lovely / The High Window,Raymond Chandler,4.5,9781883011079,eng,1199.0,1324,66,Library of America,1995
Aristophanes I: Clouds/Wasps/Birds,Aristophanes,3.77,9780872203600,eng,480.0,100,9,Hackett Publishing Company  Inc. (USA),1998
Colossians and Philemon: A Critical and Exegetical Commentary (International Critical Commentary),R. McL. Wilson,5.0,9780567044716,eng,512.0,1,0,T&T Clark Int'l,2005
The Responsibility of Forms: Critical Essays on Music  Art  and Representation,Roland Barthes,3.95,9780520072381,eng,320.0,93,3,University of California Press,1991
All the Little Live Things,Wallace Stegner,4.09,9780140154412,eng,345.0,2595,350,Penguin Books,1991
Fierce Invalids Home from Hot Climates,Tom Robbins,4.03,9780553379334,en-US,445.0,24792,1139,Bantam,2001
Babies (Baby Einstein),Julie Aigner-Clark,4.0,9780786808380,eng,20.0,31,2,Disney Press,2002
72 Hour Hold,Bebe Moore Campbell,3.81,9781400033614,eng,336.0,1746,184,Anchor,2006
Walking the Bible: A Journey by Land Through the Five Books of Moses,Bruce Feiler,3.87,9780060838638,eng,451.0,2539,331,William Morrow Paperbacks,2005
A Separate Peace,John Knowles,3.57,9780743253970,eng,208.0,175779,6261,Scribner,2003
Chicago Blues: The City and the Music,Mike  Rowe,3.92,9780306801457,eng,226.0,25,2,Da Capo Press,1981
Henry V,William Shakespeare,3.88,9780140714586,eng,121.0,433,39,Penguin Classics,1999
Ragtime,E.L. Doctorow,3.88,9780553135428,eng,369.0,210,37,Bantam Books,1977
Walt Whitman: Words for America,Barbara Kerley,4.05,9780439357913,eng,56.0,258,58,Scholastic Press,2004
Round Ireland with a Fridge,Tony Hawks,3.79,9780312274924,en-US,248.0,15191,838,Thomas Dunne Books,2001
Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato,4.47,9780879756321,eng,157.0,14,0,Prometheus Books,1991
The Chocolate-Covered Contest (Nancy Drew  #151),Carolyn Keene,3.89,9780671034436,en-US,160.0,520,17,Aladdin,1999
The Design of Everyday Things,Donald A. Norman,4.17,9780465067107,eng,240.0,18602,1379,Basic Books,2002
Five Complete Miss Marple Novels: The Mirror Crack'd / A Caribbean Mystery / Nemesis / What Mrs. McGillicuddy Saw! / The Body in the Library,Agatha Christie,4.39,9780517035801,eng,650.0,116,6,Avenel Books,1990
Holiday Romance and Other Writings for Children,Charles Dickens,3.32,9780460876018,eng,368.0,8,3,Everyman Paperback Classics,1995
Good Poems,Garrison Keillor,4.18,9780142003442,eng,476.0,6060,389,Penguin Books,2003
Immigrant Acts: On Asian American Cultural Politics,Lisa Lowe,4.0,9780822318644,eng,272.0,206,9,Duke University Press Books,1996
Homicidal Psycho Jungle Cat (Calvin and Hobbes #9),Bill Watterson,4.72,9780836217698,eng,176.0,15365,290,Andrews McMeel Publishing,1994
Flirting With Danger (Samantha Jellicoe  #1),Suzanne Enoch,3.93,9780060593636,eng,384.0,3625,189,Avon,2005
The Night Awakens: A Mystery Writers of America Anthology,Mary Higgins Clark,3.51,9780671519186,en-US,303.0,162,13,Simon and Schuster,2000
Young Warriors: Stories of Strength,Tamora Pierce,3.91,9780375829635,eng,312.0,3643,74,Random House,2006
From Far Away,Robert Munsch,4.0,9781550373967,eng,33.0,219,21,Annick Press,1995
Martin and Malcolm and America: A Dream or a Nightmare?,James H. Cone,4.37,9780883448243,en-US,358.0,1311,38,Orbis Books,1992
Savage Inequalities: Children in America's Schools,Jonathan Kozol,4.25,9780060974992,eng,272.0,15923,666,Harper Perennial,1992
A Backward Glance,Edith Wharton,3.76,9780684847559,eng,385.0,521,77,Scribner,1998
The Works and Days/Theogony,Hesiod,3.75,9781419188510,eng,48.0,3,0,Kessinger Publishing,2004
The Map That Changed the World: William Smith and the Birth of Modern Geology,Simon Winchester,3.82,9780060931803,eng,329.0,10452,539,Perennial,2002
Heaven's Price,Sandra Brown,3.54,9780553571578,eng,240.0,1828,58,Bantam (Fanfare Imprint),1995
The Centurions (The Centurions  #1),Damion Hunter,4.14,9780345296917,eng,384.0,44,7,Ballantine Books,1981
Adios Hemingway,Leonardo Padura,3.72,9781841957951,eng,229.0,659,85,Canongate U.S.,2006
Citizen of the Galaxy,Robert A. Heinlein,3.99,9781416505525,eng,288.0,11800,413,Pocket Books: Gallery Books,2005
The War of the Worlds Murder (Disaster Series  #6),Max Allan Collins,3.71,9780425204016,eng,256.0,196,38,Berkley,2005
The Martian Chronicles,Ray Bradbury,4.14,9780553011807,eng,259.0,46,2,Bantam Books,2006
